detail_url,description,company,error
https://ikman.lk/en/ad/pre-intern-doctor-mbbs-lady-colombo,"Perlyn Medical Center has an urgent vacancy for a Female MBBS Doctor (Pre-Intern) to join assist Wound Care Dressing Clinic.
The selected candidate will assist in wound care and dressing procedures under the guidance of our medical team, working closely with our nursing staff in a clinical wound management setting. This is a hands on clinical position suitable for a pre intern doctor seeking practical experience in wound care and minor procedural assistance.
Working Hours: Monday to Saturday, 8.00 AM to 5.00 PM
Day Off: Sunday
Accommodation: Free sharing accommodation provided, shared with our female nursing staff. Food is not included.
How to Apply: Interested candidates are kindly requested to send their CV to janith@perlynit.com. Only CVs will be evaluated, and shortlisted candidates will be contacted for an interview.
Applicants are kindly requested not to call regarding this vacancy.",,
https://ikman.lk/en/ad/dental-nursing-assistant-jaffna-nelliyadi-jaffna,"_*உடனடி வேலைவாய்ப்பு*_
_💎பிரபல தனியார் வைத்தியசாலை ஒன்றில் பயிற்சியுடன் கூடிய வேலைவாய்ப்பு_
💢 *Dental Nursing Assistant (பல் மருத்துவ உதவியாளர்)*
🔷Gender - Female
🔷Age Limit - 18 வயதிற்கு மேற்பட்டோர்
🔷 Qualification
👉A/L முடித்தவர்கள்
👉 O/L முடித்தவர்கள்
🔷 Jaffna & Nelliady
*🔉மேலதிக தகைமைகள்*
👉 தாதிய பயிற்சி நெறி முடித்தவர்கள்
👉 சாரதி அனுமதி பத்திரம் வைத்திருத்தல்
_🔷பயிற்சி காலத்தின் பின்னர் கவர்ச்சிகரமான ஊதியம் வழங்கப்படும்!_
📍_*Location :- Jaffna*_
📱தொடர்புகளுக்கு :-
0767712172 /
0779981914",,
https://ikman.lk/en/ad/hed-seevkaa-kurunnaaegl-kurunegala-9,"🩺 හෙද සේවා රැකියා අවස්ථා –  දිවයින පුරා🏥
ඉතා ඉක්මනින් බඳවා ගැනීම්!
⸻
📍 පැවති පුරප්පාඩු:
•	ආයුර්වේද රෝහල් සහ පෞද්ගලික රෝහල්
•	වැඩිහිටි නිවාස සහ හෙද නිවාස
•	පෞද්ගලික වෛද්‍ය මධ්‍යස්ථාන
⸻
📌 අවශ්‍ය තනතුරු:
⸻
💼 සැපයෙන ප්‍රතිලාභ :
💰 ආකර්ෂණීය වැටුප් පැකේජ (65,000 සිට ඉහළට)
🏡 නවාතැන් පහසුකම් (තෝරාගත් ස්ථාන වලදී)
🍽️ නොමිලේ ආහාර
🚐 ප්‍රවාහන පහසුකම් ලබාදේ
📜 වෘත්තිය සංවර්ධනය සහ සහතික ලබාදීම
⸻
👩‍⚕️ අවශ්‍යතා:
•	හෙද සහතිකය / NVQ සහතිකය (සිදුකරන්නන්ට ප්‍රමුඛත්වය)
•	නවකයින්ටද ඉල්ලුම් කළ හැක
•	මිත්‍රශීලී, සුහදත්වයකින් යුතු වගකීමක් සහිත වැඩ පරිසරය
⸻
📞 ලියාපදිංචි වීමට හා වැඩි විස්තර සඳහා අමතන්න:
074 3077 561
076 4363 885
076 4363 883
076 4363 886
Whats app contact
074 3077 561
076 4363 885
076 4363 883
076 4363 886
⸻
🔹 ඔබේ හෙද සේවා ජීවිතය ආරම්භ කරන්න – අදම අයදුම් කරන්න! 🔹",,
https://ikman.lk/en/ad/hed-seevkaa-kottttaav-colombo-1,"🩺 හෙද සේවා රැකියා අවස්ථා –  දිවයින පුරා🏥
ඉතා ඉක්මනින් බඳවා ගැනීම්!
⸻
📍 පැවති පුරප්පාඩු:
•	ආයුර්වේද රෝහල් සහ පෞද්ගලික රෝහල්
•	වැඩිහිටි නිවාස සහ හෙද නිවාස
•	පෞද්ගලික වෛද්‍ය මධ්‍යස්ථාන
⸻
📌 අවශ්‍ය තනතුරු:
⸻
💼 සැපයෙන ප්‍රතිලාභ :
💰 ආකර්ෂණීය වැටුප් පැකේජ (65,000 සිට ඉහළට)
🏡 නවාතැන් පහසුකම් (තෝරාගත් ස්ථාන වලදී)
🍽️ නොමිලේ ආහාර
🚐 ප්‍රවාහන පහසුකම් ලබාදේ
📜 වෘත්තිය සංවර්ධනය සහ සහතික ලබාදීම
⸻
👩‍⚕️ අවශ්‍යතා:
•	හෙද සහතිකය / NVQ සහතිකය (සිදුකරන්නන්ට ප්‍රමුඛත්වය)
•	නවකයින්ටද ඉල්ලුම් කළ හැක
•	මිත්‍රශීලී, සුහදත්වයකින් යුතු වගකීමක් සහිත වැඩ පරිසරය
⸻
📞 ලියාපදිංචි වීමට හා වැඩි විස්තර සඳහා අමතන්න:
076 4363 885
076 4363 884
076 4363 881
076 4363 886
Whats app contact
076 4363 885
076 4363 884
076 4363 881
076 4363 886
⸻
🔹 ඔබේ හෙද සේවා ජීවිතය ආරම්භ කරන්න – අදම අයදුම් කරන්න! 🔹",,
https://ikman.lk/en/ad/hed-seevkaa-vttl-gampaha-1,"🩺 හෙද සේවා රැකියා අවස්ථා –  දිවයින පුරා🏥
ඉතා ඉක්මනින් බඳවා ගැනීම්!
⸻
📍 පැවති පුරප්පාඩු:
•	ආයුර්වේද රෝහල් සහ පෞද්ගලික රෝහල්
•	වැඩිහිටි නිවාස සහ හෙද නිවාස
•	පෞද්ගලික වෛද්‍ය මධ්‍යස්ථාන
⸻
📌 අවශ්‍ය තනතුරු:
⸻
💼 සැපයෙන ප්‍රතිලාභ :
💰 ආකර්ෂණීය වැටුප් පැකේජ (65,000 සිට ඉහළට)
🏡 නවාතැන් පහසුකම් (තෝරාගත් ස්ථාන වලදී)
🍽️ නොමිලේ ආහාර
🚐 ප්‍රවාහන පහසුකම් ලබාදේ
📜 වෘත්තිය සංවර්ධනය සහ සහතික ලබාදීම
⸻
👩‍⚕️ අවශ්‍යතා:
•	හෙද සහතිකය / NVQ සහතිකය (සිදුකරන්නන්ට ප්‍රමුඛත්වය)
•	නවකයින්ටද ඉල්ලුම් කළ හැක
•	මිත්‍රශීලී, සුහදත්වයකින් යුතු වගකීමක් සහිත වැඩ පරිසරය
⸻
📞 ලියාපදිංචි වීමට හා වැඩි විස්තර සඳහා අමතන්න:
074 3077 561
074 3077 563
076 4363 885
076 4363 884
Whats app contact
074 3077 561
074 3077 563
076 4363 885
076 4363 884
⸻
🔹 ඔබේ හෙද සේවා ජීවිතය ආරම්භ කරන්න – අදම අයදුම් කරන්න! 🔹",,
https://ikman.lk/en/ad/hed-seevkaa-gmph-gampaha-9,"🩺 හෙද සේවා රැකියා අවස්ථා –  දිවයින පුරා🏥
ඉතා ඉක්මනින් බඳවා ගැනීම්!
⸻
📍 පැවති පුරප්පාඩු:
•	ආයුර්වේද රෝහල් සහ පෞද්ගලික රෝහල්
•	වැඩිහිටි නිවාස සහ හෙද නිවාස
•	පෞද්ගලික වෛද්‍ය මධ්‍යස්ථාන
⸻
📌 අවශ්‍ය තනතුරු:
✅ හෙදවරු/හෙදවිය
✅ උප හෙදවරු / සාස්තු සේවක සේවිකාරිකාවන්
✅ පුහුණු හෙදවරුන් (අත්දැකීම අවශ්‍ය නොවේ)
⸻
💼 සැපයෙන ප්‍රතිලාභ :
💰 ආකර්ෂණීය වැටුප් පැකේජ (65,000 සිට ඉහළට)
🏡 නවාතැන් පහසුකම් (තෝරාගත් ස්ථාන වලදී)
🍽️ නොමිලේ ආහාර
🚐 ප්‍රවාහන පහසුකම් ලබාදේ
📜 වෘත්තිය සංවර්ධනය සහ සහතික ලබාදීම
⸻
👩‍⚕️ අවශ්‍යතා:
•	හෙද සහතිකය / NVQ සහතිකය (සිදුකරන්නන්ට ප්‍රමුඛත්වය)
•	නවකයින්ටද ඉල්ලුම් කළ හැක
•	මිත්‍රශීලී, සුහදත්වයකින් යුතු වගකීමක් සහිත වැඩ පරිසරය
⸻
📞 ලියාපදිංචි වීමට හා වැඩි විස්තර සඳහා අමතන්න:
074 3077 563
074 3077 561
074 3077 562
076 4363 881
Whats app contact
074 3077 563
074 3077 561
074 3077 562
076 4363 881
⸻
🔹 ඔබේ හෙද සේවා ජීවිතය ආරම්භ කරන්න – අදම අයදුම් කරන්න! 🔹",,
https://ikman.lk/en/ad/hed-seevkaa-nugeegodd-colombo-2,"🩺 හෙද සේවා රැකියා අවස්ථා –  දිවයින පුරා🏥
ඉතා ඉක්මනින් බඳවා ගැනීම්!
⸻
📍 පැවති පුරප්පාඩු:
•	ආයුර්වේද රෝහල් සහ පෞද්ගලික රෝහල්
•	වැඩිහිටි නිවාස සහ හෙද නිවාස
•	පෞද්ගලික වෛද්‍ය මධ්‍යස්ථාන
⸻
📌 අවශ්‍ය තනතුරු:
)
⸻
💼 සැපයෙන ප්‍රතිලාභ :
💰 ආකර්ෂණීය වැටුප් පැකේජ (65,000 සිට ඉහළට)
🏡 නවාතැන් පහසුකම් (තෝරාගත් ස්ථාන වලදී)
🍽️ නොමිලේ ආහාර
🚐 ප්‍රවාහන පහසුකම් ලබාදේ
📜 වෘත්තිය සංවර්ධනය සහ සහතික ලබාදීම
⸻
👩‍⚕️ අවශ්‍යතා:
•	හෙද සහතිකය / NVQ සහතිකය (සිදුකරන්නන්ට ප්‍රමුඛත්වය)
•	නවකයින්ටද ඉල්ලුම් කළ හැක
•	මිත්‍රශීලී, සුහදත්වයකින් යුතු වගකීමක් සහිත වැඩ පරිසරය
⸻
📞 ලියාපදිංචි වීමට හා වැඩි විස්තර සඳහා අමතන්න:
076 4363 884
076 4363 885
074 3077 561
074 3077 563
Whats app contact
076 4363 884
076 4363 885
074 3077 561
074 3077 563
⸻
🔹 ඔබේ හෙද සේවා ජීවිතය ආරම්භ කරන්න – අදම අයදුම් කරන්න! 🔹",,
https://ikman.lk/en/ad/pharmacy-assistant-homagama-colombo,"+++ Dammi Pharmacy and Grocery
>> 4 Vacancies available for Pharmacy Assistant
> Trained/ Untrained
> Full time or Part Time
> Attractive salary and incentives
> Salary Between Rs. 20,000.00 to Rs. 80,000.00 (According to Service Experience)
> Permanent job with EPF, ETF
> Accommodation can be provided if needed.
> Special around Homagama, Kiriwaththuduwa, Godagama, Talagala.
> Special priority will be given to phlebotomists.
Address – No. 446/3/A, Pitipana North, Homagama.
++++ call for more details – 0718567570
>> ෆාමසි සහකාර තනතුර සඳහා පුරප්පාඩු 04ක් තිබේ
> පුහුණු/ නුපුහුණු
> පූර්ණ කාලීන හෝ අර්ධ කාලීන
> ආකර්ශනීය වැටුප් සහ දිරි දීමනා
> වැටුප් 20,000 – 80,000 අතර (පළපුරුද්ද අනුව )
> EPF , ETF සහිත ස්ථිර රැකියාවක්
> අවශ්‍ය නම් නවාතැන් පහසුකම් සැපයිය හැකිය
> හෝමාගම, කිරිවත්තුඩුව, ගොඩගම, තලගල අවටින් විශේෂයි
> රුධිර සාම්පල ලබා ගැනීමේ හැකියාව ඇති අය සදහා සුවිශේෂී ප්‍රමුඛත්වය දෙනු ලැබේ
ලිපිනය – අංක 446/3/A, පිටිපන උතුර, හෝමාගම.
++++ අදම අමතන්න – 0718567570",,
https://ikman.lk/en/ad/pharmacy-assistant-colombo-371,"නොමිලේ අංගසම්පූර්ණ නවාතැන් පහසුකම්
- මනා අවබෝධයක් සහිත, නිවැරදි, ඖෂධ වෙළඳාම
- සුහදශීලී පාරිභෝගික සේවය
- හොඳ සන්නිවේදන හා පාරිභෝගික සේවා කුසලතා.
- මූලික පරිගණක දැනුම සහ මුදල් ගනුදෙනු හැසිරවීමේ හැකියාව.
- වේගවත් වැඩ පරිසරයක කාර්යක්ෂමව වැඩ කිරීමේ හැකියාව.
- විස්තර කෙරෙහි සැලකිල්ල සහ නිරවද්‍යතාව.
- Retail හෝ Pharmacy ක්ෂේත්‍රයේ අවම වශයෙන් වසර 1 සිට 2 දක්වා  පළපුරුද්ද.
- මිත්‍රශීලී, විශ්වාසවන්ත සහ වෘත්තීයමය ආකල්පයක්.
Responsibilities
-  Greet customers and provide friendly, professional service.
-  Receive customer orders and assist with product inquiries.
-  Prepare and hand over prescribed and over-the-counter medication.
Looking for
-  Good communication and customer service skills.
-  Basic computer and cash handling skills.
-  Ability to work in a fast-paced environment.
- Strong attention to detail and accuracy.
- At least 1 or 2 years previous experience in retail or a pharmacy
Friendly, reliable, and professional attitude.",,
https://ikman.lk/en/ad/nurse-veyangoda-gampaha,"🌟 ඔබත් හෙදියක් වීමට සිහින දකිනවද?
හෙද පුහුණු පාඨමාලාව හදාරා අවසන් කළත්, තවමත් ඔබට සුදුසු රැකියාවක් නොමැතිව පසුතැවිල්ලෙන්ද?
එහෙනම් මෙන්න ඔබට හොඳම අවස්ථාවක්!
📍වේයන්ගොඩ ප්‍රදේශයේ පිහිටි ප්‍රසිද්ධ පෞද්ගලික වෛද්‍ය මධ්‍යස්ථානයක Nurse තනතුර සඳහා රැකියා ඇබෑර්තු ඇත
✅ සුදුසුකම්
🔹 වයස අවුරුදු 18 – 35 අතර විය යුතුය.
🔹 සාමාන්‍ය පෙළ (O/L) විභාගයට පෙනී සිටි අයදුම්කරුවන්ට අයදුම් කළ හැකිය.
🔹 පුහුණු / නුපුහුණු ගැහැණු සහ පිරිමි දෙපාර්ශ්වයටම අවස්ථාව ඇත.
🔹 හෙද පුහුණු පාඨමාලාව හදාරා අවසන් කර ඇති හෝ දැනට හදාරමින් සිටින අයට අයදුම් කළ හැකිය.
🔹 රෝගීන්ට ආදරයෙන්, කරුණාවෙන් සේවය කළ හැකි සහ වගකීමකින් යුතුව කටයුතු කළ හැකි අය
💰 සරිලන හා ආකර්ෂණීය වැටුපක්
🏥 ආරක්ෂිත හා සුහදශීලී සේවා පරිසරය
📞 වැඩි විස්තර සඳහා අමතන්න
☎️ 074 124 3099
074 149 7970
📲 ඔබගේ අයදුම්පත්‍රය අදම WhatsApp කරන්න
📱 076 966 4065",,
https://ikman.lk/en/ad/pharmacy-assistant-anuradhapura,"Experienced Pharmacy Assistant
Horowpothana",,
https://ikman.lk/en/ad/pharmacy-work-colombo-12-colombo-2,"Gender:-Male/Female
Age Limit :- 20-35
✅Qualification :-
👉 GCE A/L
🌟3 years experience with pharmacy field
Or
👉Apprentice pharmacist
💰Salary:-Interview
🔖கொழும்பில் வசிப்பவர்கள் விரும்பத்தக்கது.
📍 Colombo 12
📱Contact:-
0777116497
0758543051",,
https://ikman.lk/en/ad/pharmacy-work-colombo-12-colombo-1,"🛑PHARMACY WORK
Gender:-Male/Female
Age Limit :- 20-35
✅Qualification :-
👉 GCE A/L
🌟3 years experience with pharmacy field
Or
👉Apprentice pharmacist
💰Salary:-Interview
🔖கொழும்பில் வசிப்பவர்கள் விரும்பத்தக்கது.
📍 Colombo 12
📱Contact:-
0777116497
0758543051",,
https://ikman.lk/en/ad/nurse-ibbagamuwa-kurunegala,"💙 හෙද සිහිනය සැබෑ කරගන්න කැමති අයට මෙන්න හොඳම අවස්ථාව!
🏥 ඉබ්බාගමුව ප්‍රදේශයේ පිහිටි පෞද්ගලික වෛද්‍ය මධ්‍යස්ථානයක Nursing
තනතුර සඳහා රැකියා ඇබෑර්තු ඇත.
♥️සුදුසුකම්
👩‍⚕️👨‍⚕️ වයස අවුරුදු 18 - 35 අතර ගැහැණු/පිරිමි දෙපාර්ශවය
🎓 හෙද පුහුණු ඩිප්ලෝමාව හදාරා අවසන් කර ඇති හෝ හදාරමින් සිටින අය
💪 පුහුණු / නුපුහුණු අයට අයදුම් කළ හැක
❤️ වගකීමකින් කටයුතු කළ හැකි අය සඳහා විශේෂ අවස්ථාව
💰 ආකර්ෂණීය වැටුප
🔆 පුහුණුවක් ලබා දේ
🛡️ ආරක්ෂිත, සුහදශීලී, සේවා පරිසරයක්
📞 වැඩි විස්තර සඳහා අමතන්න:
📱 070 463 6235
📄CV WhatsApp කරන්න:
📲 076 966 4065",,
https://ikman.lk/en/ad/nurse-arogya-medi-house-kotikawatta-colombo,"Arogya Medi House, a well-established dispensary in Kotikawatta, is looking for a compassionate and responsible Nurse to join our team. The selected candidate will be responsible for providing high-quality patient care, assisting the doctor during consultations and treatments, monitoring patients’ vital signs, administering medications and injections as prescribed, dressing wounds, maintaining accurate patient records, and ensuring a clean and safe clinical environment.",,
https://ikman.lk/en/ad/nurse-gampaha-gampaha,"🏥✨ හෙද සිහිනය සැබෑවක් කරගැනීමට හොඳම අවස්ථාවක්!
📍 ගම්පහ ප්‍රදේශයේ පිහිටි ප්‍රසිද්ධ පෞද්ගලික රෝහලක Nursing තනතුරු සඳහා රැකියා ඇබෑර්තු!
👩‍⚕️👨‍⚕️ සුදුසුකම්:
✅ වයස අවුරුදු 18 - 35 අතර ගැහැණු / පිරිමි දෙපාර්ශ්වයම
✅ හෙද පුහුණු ඩිප්ලෝමාව හදාරා අවසන් කර ඇති හෝ හදාරමින් සිටින දෙපාර්ශ්වය සඳහා
✅ පුහුණු / නුපුහුණු අයදුම්කරුවන්
✅ පළපුරුද්දක් තිබේ නම් වාසිදායක වේ
💰 සරිලන හා ආකර්ෂණීය වැටුපක්
🛡️ ආරක්ෂිත සේවා පරිසරයක්
🤝 සුහදශීලී සේවා මණ්ඩලයක්
📞 වැඩි විස්තර සඳහා අමතන්න
📱 074 124 3099
📱 074 149 7970
📩 ඔබගේ අයදුම් පත්‍රය අදම WhatsApp කරන්න!
📲 076 966 4065",,
https://ikman.lk/en/ad/nurse-kandy-kandy-8,"🌟💉 හෙද සිහිනය සැබෑවක් කරගැනීමට ඔබටත් වටිනා අවස්ථාවක්!
🏥 මහනුවර ප්‍රදේශයේ පිහිටි ප්‍රසිද්ධ පෞද්ගලික රෝහලක Nursing තනතුරු සඳහා රැකියා ඇබෑර්තු ඇත!
🔴සුදුසුකම්
👩‍⚕️👨‍⚕️ ගැහැණු / පිරිමි දෙපාර්ශ්වයටම අයදුම් කළ හැකිය
✅ වයස අවුරුදු 18 - 35 අතර විය යුතුය.
✅ හෙද පුහුණු ඩිප්ලෝමාව හදාරා අවසන් කර ඇති හෝ හදාරමින් සිටින අය.
✅ පුහුණු / නුපුහුණු දෙපාර්ශ්වයටම අවස්ථාව.
💰 සරිලන හා ආකර්ෂණීය වැටුපක්
🏥 ආරක්ෂිත හා සුහදශීලී සේවා පරිසරයක්
📞 වැඩි විස්තර සඳහා අමතන්න
☎️ 074 124 3099
☎️ 070 463 6235
📲 ඔබගේ අයදුම්පත්‍රය අදම WhatsApp කරන්න
📱 076 966 4065",,
https://ikman.lk/en/ad/dental-nurse-colombo-2,"We are looking for a experienced
Dental nurse
Full time
With Implant experience must
ACCOMMODATION PROVIDED",,
https://ikman.lk/en/ad/assistant-pharmacist-colombo-348,"⚕️ Assistant Pharmacist – Immediate Vacancy
🏢 Highlevel Pharmacy & Grocery (Pvt) Ltd.
📍 Location: Nugegoda
We are seeking a dedicated and experienced Assistant Pharmacist to join our professional team.
🔹 Position: Assistant Pharmacist
🕐 Working Hours: 1:00 PM – 10:00 PM
🎓 Educational Qualifications: Pharmacy Certificate, G.C.E. O/L & G.C.E. A/L
💼 Experience: Minimum 2 Years of Relevant Experience
💰 Salary: Rs. 60,000 – Rs. 90,000 per Month
📋 Vacancies: 11 Positions Available
📅 Application Deadline: 29 June 2026
Key Responsibilities
▪️ Assist in dispensing medications accurately
▪️ Support pharmacists in daily pharmacy operations
▪️ Maintain inventory and stock records
▪️ Provide professional customer service
▪️ Ensure compliance with pharmacy standards and regulations
📞 Contact: 077 448 4443
⭐ Join a growing pharmacy team and build a rewarding career in healthcare.",,
https://ikman.lk/en/ad/assistant-pharmacist-in-gampaha-gampaha,"Minimum 1 year of experience working in a similar role. must be able to read prescriptions well. should have some knowledge in stock handling, expiry handling. Must willing to work from 7am to 5pm.",,
https://ikman.lk/en/ad/dental-assistant-anuradhapura,"#අවුරුදු 30 ට අඩු (දන්ත වෛද්‍ය හෙදියක්)
#පුහුණු කාලය මාස 3ක් (රු. 30000/= ක වැටුපක් සහිතව)
#පුහුනුවෙන් පසු වැටුප වැඩි කරනු ලැබේ.
#සතියේ දින වල උදෑසන 9 සිට පස්වරු 1 දක්වා සහ හවස 4 සිට රාත්‍රි 8.30 දක්වා. (බදාදා හවස් වරුව පමණයි )
# සෙනසුරාදා උදෑසන 11.30 සිට පස්වරු 4.30
# ඉරිදා උදෑසන 10 සිට පස්වරු 3.30
# නිවාඩු: පෝය සහ මසකට දින දෙකක් .",,
https://ikman.lk/en/ad/dental-nurse-vacancy-in-wattala-gampaha,"A vacancy for dental nurse, full time with EFP/ETF , OT and other allowances",,
https://ikman.lk/en/ad/healthcare-and-clinical-support-colombo-7,"💼 𝐏𝐎𝐒𝐈𝐓𝐈𝐎𝐍 :    Healthcare & Clinical Support
💠 𝐑𝐄𝐐𝐔𝐈𝐑𝐄𝐌𝐄𝐍𝐓𝐒 : | # 💠 𝐂𝐀𝐍𝐃𝐈𝐃𝐀𝐓𝐄 𝐏𝐑𝐎𝐅𝐈𝐋𝐄 :
【~】✪ School leavers are welcome to apply.
【~】✪ Energetic and dynamic individuals who are passionate about building a successful and rewarding career.
💠 𝐑𝐄𝐒𝐏𝐎𝐍𝐒𝐈𝐁𝐈𝐋𝐈𝐓𝐈𝐄𝐒 : | # 💠 𝐉𝐎𝐁 𝐏𝐑𝐎𝐅𝐈𝐋𝐄 :
【~】✪ Varies based on the specific role (e.g., handling customer queries, managing sales, cashiering, delivery, logistics, healthcare support, reception duties, inventory management, or technical services).
【~】✪ Full-time positions available across multiple departments within the Softlogic group of brands.
✅ 𝐁𝐄𝐍𝐄𝐅𝐈𝐓𝐒 :
【~】✪ We offer an attractive remuneration package & incentives that are above market standards for the suitable candidate.
【~】✪ 🏠 Accommodation and 👕 uniforms will be provided.
✅ 𝐇𝐎𝐖 𝐓𝐎 𝐀𝐏𝐏𝐋𝐘 ✍️ :
If you feel you are the right individual for the above position, then apply via ""𝗔𝗽𝗽𝗹𝘆 𝗡𝗼𝘄"" of this advert.
📱 Candidates can register early and send their CVs via WhatsApp to +94768311113.
[ 𝐖𝐄 𝐇𝐈𝐆𝐇𝐋𝐘 𝐈𝐍𝐅𝐎𝐑𝐌 𝐀𝐋𝐋 𝐓𝐇𝐄 𝐂𝐀𝐍𝐃𝐈𝐃𝐀𝐓𝐄𝐒 𝐓𝐎 𝐌𝐄𝐍𝐓𝐈𝐎𝐍 𝐀 𝐕𝐀𝐋𝐈𝐃 𝐌𝐎𝐁𝐈𝐋𝐄 𝐍𝐔𝐌𝐁𝐄𝐑 & 𝐈𝐓 𝐈𝐒 𝐂𝐎𝐌𝐏𝐔𝐋𝐒𝐎𝐑𝐘 𝐓𝐎 𝐀𝐓𝐓𝐀𝐂𝐇 𝐘𝐎𝐔𝐑 𝐂𝐕 𝐁𝐘 𝐔𝐏𝐃𝐀𝐓𝐈𝐍𝐆 𝐘𝐎𝐔𝐑 ""𝗜𝗞𝗠𝗔𝗡 𝗥𝗘𝗦𝗨𝗠𝗘"" ]
＃📳 𝓒𝓸𝓷𝓽𝓪𝓬𝓽 :
+94768311113 (WhatsApp)
＃ 📧 𝐸𝓂𝒶𝒾𝓁:
(Not specified in the advertisement)
📅 𝐖𝐀𝐋𝐊-𝐈𝐍 𝐈𝐍𝐓𝐄𝐑𝐕𝐈𝐄𝐖 𝐃𝐄𝐓𝐀𝐈𝐋𝐒 :
📌	Detail	Information
📆	Date	19th JUNE 2026
🕐	Time	10.00 AM - 3.00 PM
📍	Venue	Level LG, One Galle Face Mall (Burger King)
📋 𝐑𝐄𝐐𝐔𝐈𝐑𝐄𝐃 𝐃𝐎𝐂𝐔𝐌𝐄𝐍𝐓𝐒 :
(Original certificates are a must)
【~】✪ 	Document
【~】✪ 	Birth Certificate
【~】✪ 🪪NIC
【~】✪ 	Educational Certificates
🌟 JOIN OUR DYNAMIC TEAM & EXPLORE A SUCCESSFUL AND REWARDING CAREER WITH SOFTLOGIC! 🚀",,
https://ikman.lk/en/ad/lab-assistant-nikvaerttiy-kurunegala,"🏥 නිකවැරටිය ප්‍රදේශයේ ප්‍රසිද්ධ පෞද්ගලික වෛද්‍ය මධ්‍යස්ථානයක Lab Assistant තනතුර සඳහා ඇබෑර්තු ඇත!
✨️සුදුසුකම්
👨‍⚕️👩‍⚕️ ගැහැණු / පිරිමි දෙපාර්ශ්වයටම අයදුම් කළ හැක.
🔹 වයස අවුරුදු 18 - 35 අතර,
🔹 උසස් පෙළ විභාගය සඳහා විද්‍යා අංශයෙන් පෙනී සිටි,
🔹 පුහුණු / නුපුහුණු දෙපාර්ශ්වයම අයදුම් කළ හැක
🔹 සාමාන්‍ය ඉංග්‍රීසි දැනුමක් තිබේ නම් වාසිදායක වේ
💰 සරිලන හා ආකර්ෂණීය වැටුපක්
🤝 ආරක්ෂිත හා සුහදශීලී සේවා පරිසරයක්
🌿 ඉරිදා දින සහ පොහොය දින නිවාඩු
⏰ සේවා කාලය: උදෑසන 8.00 සිට සවස 5.00 දක්වා
📞 වැඩි විස්තර සඳහා අමතන්න
☎️ 070 463 6235
☎️ 074 124 3099
📲 ඔබගේ අයදුම්පත්‍රය අදම WhatsApp කරන්න
💬 076 966 4065",,
https://ikman.lk/en/ad/cashier-cum-accounts-clerk-colombo-19,"Vacancy for Cashier: cum Accounts Clerk for Pharmacy & Medical center at Ratmalana
About the role
We Sukitha Pharmacy & Clinic at Ratmalana have engaged in wide range of Health care services in last 10 years, outdoor pharmacy/ Medical center with OPD / sample collection center for all lab tests/ Nurse station/Home visits / web order handling and e-commerce are some of our activities. Presently we are looking for dynamic experienced individuals who can perform accounts and cashier duties in outpatient medical center and pharmacy at Ratmalana.
Individuals studied in commerce stream welcome to apply for evening duty.
Trainees also welcome to apply.
Functional Area:
Shift wise cash register functions; prepare shift end reports and petty cash reports, maintain account statistics etc. Good IT skills and having the motor bike/ scooter will be plus point.
Rewards: Competitive salary package /benefits and flexible working timing to meet work/life balance. Accommodations available
Please call / WhatsApp 0715147798
මුදල් අයකැමි තනතුර: රත්මලාන ඖෂධ සහ වෛද්ය මධ්යස්ථානය සඳහා ගිණුම් ලිපිකරු
රත්මලාන සුඛිත ඖෂධ සහ සායනය පසුගිය වසර 11 තුළ පුළුල් පරාසයක සෞඛ්ය සේවාවල නියැලී සිටිමු, එළිමහන් ඖෂධ / බාහිර රෝගී අංශය සහිත වෛද්ය මධ්යස්ථානය / සියලුම රසායනාගාර පරීක්ෂණ සඳහා සාම්පල එකතු කිරීමේ මධ්යස්ථානය / හෙද ස්ථානය / නිවාස සංචාර / වෙබ් ඇණවුම් හැසිරවීම සහ විද්යුත් වාණිජ්යය අපගේ ක්රියාකාරකම් වලින් කිහිපයකි. වර්තමානයේ අපි රත්මලාන බාහිර රෝගී වෛද්ය මධ්යස්ථානයේ සහ ෆාමසියේ ගිණුම් සහ මුදල් අයකැමි රාජකාරි ඉටු කළ හැකි පළපුරුදු පුද්ගලයින් සොයමින් සිටිමු.
වාණිජ විෂය ධාරාව හැදෑරූ පුද්ගලයින් සවස රාජකාරි
උදෑසන රාජකාරි සඳහා අයදුම් කිරීමට සාදරයෙන් පිළිගනිමු.
පුහුණුවන්නන් ද අයදුම් කිරීමට සාදරයෙන් පිළිගනිමු.
පුහුණුවන්නන්ටද අයදුම් කළ හැකිය
ක්රියාකාරී ප්රදේශය:
මාරුවීම් අනුව මුදල් ලේඛන කාර්යයන්; මුර අවසන් වාර්තා සහ සුළු මුදල් වාර්තා සකස් කිරීම, ගිණුම් සංඛ්යාලේඛන පවත්වාගෙන යාම ආදිය. MS කාර්යාලයේ හොඳ IT කුසලතා ප්ලස් පොයින්ට් වනු ඇත.
ත්යාග: තරඟකාරී වැටුප් පැකේජය / ප්රතිලාභ සහ වැඩ/ජීවිත සමතුලිතතාවය සපුරාලීම සඳහා නම්යශීලී වැඩ කරන කාලය. හොඳ නවාතැන් පහසුකම් තිබේ
කරුණාකර අමතන්න / WhatsApp 0715147798",,
