category,title,company,location,salary_min,salary_max,salary_mid,days_ago,detail_url,description
IT and Network Industry,RPA Manager,Legacy Health,Gampaha,,,,19.0,https://ikman.lk/en/ad/rpa-manager-gampaha-1,"RPA Manager (Straddle Shift) 58 years of proven experience in a similar leadership or project management role. Bachelor s degree in Computer Science, Engineering, Business, or a related field. Certified Project Manager credentials will be a strong advantage. Strong leadership, organizational, and problem-solving skills. Excellent communication and stakeholder management capabilities. Proficiency in Agile development practices and project management tools. Solid understanding of business process automation, IT infrastructure, and system integration. Ability to work according to standard US hours and calendar. Oversee and coordinate RPA project activities with teams in Chennai and Colombo, ensuring timely delivery and alignment with project goals. Establish and manage defect tracking and support systems for RPA automation and other software development projects. Utilize Agile methodologies to manage sprints, backlogs, scrums, and Kanban boards for effective workflow tracking. Monitor project progress to ensure on-time, within-budget completion of all development tasks. Foster cross-functional communication and ensure efficient collaboration across development teams. Proactively manage risks, resolve challenges, and maintain accountability for project milestones and deliverables. We offer an attractive remuneration package & incentives that are above market standards for the suitable candidate. If you feel you are the right individual for the above position, then apply via of this advert. & asath.afham@legacyhealthllc.com"
IT and Network Industry,IT Support Engineer,Legacy Health,Colombo,,,,19.0,https://ikman.lk/en/ad/it-support-engineer-colombo-10,"IT Support Engineer Diploma/Higher Diploma in Computer Science. Proven experience in IT support or a similar role for 3 years. A qualification in Microsoft certification will be an added advantage. Should be willing to work according to the US calendar and working hours would be 7 00 PM to 4 00 AM. Take ownership of user-reported issues and drive them through to resolution. Research, diagnose, troubleshoot, and identify effective solutions for IT-related problems. Escalate unresolved issues appropriately, following internal protocols. Deliver prompt and accurate feedback and technical assistance to users. Provide technical support for networks, servers, desktops, VoIP networks, and MS365 Cloud Office Applications. Perform system administration tasks, including purchasing, installing, and configuring desktops, software, and software upgrades. Implement standards and best practices for application support and infrastructure management. We offer an attractive remuneration package & incentives that are above market standards for the suitable candidate. If you feel you are the right individual for the above position, then apply via of this advert. & asath.afham@legacyhealthllc.com"
IT and Network Industry,Graphic Designer,Adroit Graphic Pvt Ltd,Gampaha,,,,19.0,https://ikman.lk/en/ad/graphic-designer-gampaha-951,"Graphic Designer (Full Time) Male/Female
Adroit Graphic Pvt Ltd is looking for a talented and creative Graphic Designer to join our growing team.
Job Details Position Graphic Designer Employment Type Full Time Gender Male or Female Experience Minimum 1 Year
Requirements Minimum 1 year of graphic design experience Proficiency in Adobe Illustrator & Adobe Photoshop Creative mindset with strong attention to detail Ability to work independently and meet deadlines Good communication and teamwork skills
Company Address
Adroit Graphic Pvt Ltd
No. 57/5, Thelangapatha Road,
Wanawasala, Kelaniya.
How to Apply Email Nuwank184@gmail.com Contact 077 745 2567
Join our creative team and grow your career with
Adroit Graphic Pvt Ltd"
IT and Network Industry,Junior Seo Specialist ( Work at Home ),Third Eye Travels Kandy,Kandy,60000.0,61000.0,60500.0,20.0,https://ikman.lk/en/ad/junior-seo-specialist-work-at-home-kandy-1,"Junior SEO Specialist
Location Kandy, Sri Lanka (Remote)
Employment Type Full-Time
Experience one year experience wordpress and web designing
Job Summary
We are seeking a results-driven SEO Specialist to improve our website s visibility, organic search rankings, and overall digital presence. The ideal candidate will have experience in technical SEO, keyword research, content optimization, link-building strategies, and analytics reporting. You will work closely with content, marketing, and web development teams to drive sustainable organic growth.
Required Qualifications HND in , Information Technology, Excellent analytical and problem-solving skills. Strong communication and reporting abilities. Ability to manage multiple projects and meet deadlines.
Preferred Qualifications Experience with local SEO Familiarity with WordPress and other CMS platforms. Knowledge of content marketing and conversion rate optimization (CRO). Experience working with e-commerce websites is an advantage.
Salary Junior SEO Specialist LKR 60,000 Benefits Competitive salary package Performance-based bonuses Professional development opportunities Flexible work arrangements Paid annual and casual leave
Send your CV to this Email or WhatsApp for more details- searchkonsole@gmail.com"
IT and Network Industry,Graphic Designer,T&G Lanka (pvt) Ltd,Gampaha,60000.0,70000.0,65000.0,21.0,https://ikman.lk/en/ad/graphic-designer-gampaha-950,"Foreign owned Electronic / Engineering Company manufacturing Fibre Optic / Copper cable systems and precision components for export, requires a
Graphic Designer
The selected candidate will be responsible for designing creative visual content and promotional materials while ensuring brand consistency across all communications.
The candidates responsibilities will be as follows, but not limited to Design and maintain document formats, templates, and visual materials. Create layouts for brochures, product datasheets, presentations, advertisements, and other marketing materials for print and digital platforms. Ensure consistency of the companys brand identity across all visual communications. Support updates and improvements to website content and visual elements.
Candidates Essential Criteria Proficiency in Canva, Adobe Creative Suite (InDesign, Illustrator, Photoshop, etc.), and Microsoft Office applications. Basic knowledge of HTML and website content management for making minor website updates and changes. Strong graphic design skills with a keen eye for layout, typography, colour, and branding. Knowledge of AI-powered design tools and the ability to leverage AI technologies to enhance creativity and productivity. Good communication skills in English. High attention to detail and commitment to producing quality work. Ability to manage multiple projects and meet deadlines.
Candidates Non-essential Criteria (Added advantage) Part-Certification or Professional Qualification in Graphic Design, Multimedia Design, Visual Communication, or a related field. Creative thinking skills with the ability to develop innovative and visually appealing design concepts. Proficiency in CorelDraw. Knowledge of photography, videography, Animation (2D,3D) or multimedia content creation. Familiarity with digital marketing concepts and social media content design. Experience working in a manufacturing, engineering, or export-oriented environment.
The ideal candidate should be creative, detail-oriented, and capable of transforming complex information into clear and visually appealing designs. The role demands strong organizational skills, a passion for branding and visual communication, and the ability to work effectively while maintaining high-quality design standards.
The candidate will report to the Director Business Development.
Forward Your Curriculum Vitae via E-mail
Careers@tglanka.lk"
IT and Network Industry,IT Support,Supervision Technology (Pvt) Ltd,Kalutara,,,,21.0,https://ikman.lk/en/ad/vacancy-for-it-support-kalutara,"IT Supporting Basic Knowledge of Computer Hardware and Troubleshooting Windows OS Installation Configuration Networking Basics Printers & POS Systems Valid Driving License is Required Good Communication Skills Previous Working Experience in Same Field will be added Advantage
Supervistion Technology Pvt Ltd
Contact /
Apply Now info@supervision.lk"
IT and Network Industry,Junior Graphic Designer,Junior Graphic Designer,Colombo,,,,21.0,https://ikman.lk/en/ad/junior-graphic-designer-colombo-26,"WE ARE HIRING JUNIOR GRAPHIC DESIGNER A PLUS Eco (PVT) LTD
We are looking for a creative and enthusiastic Junior Graphic Designer to join our growing team.
Requirements Basic knowledge of Adobe Photoshop, Illustrator, Canva, or similar design software Creative thinking and attention to detail Ability to create social media posts, advertisements, and marketing materials Knowledge of video editing software will be an added advantage Good communication and teamwork skills School leavers and fresh graduates are encouraged to apply
Responsibilities Design social media posts, banners, flyers, and promotional materials Assist in creating content for Facebook, Instagram, TikTok, YouTube, and other platforms Support branding and marketing campaigns Prepare artwork for printing and digital media Work closely with the marketing and content creation team
Benefits Attractive salary package On-the-job training and career development Opportunity to work with multiple brands and projects Friendly and creative working environment EPF/ETF benefits Location Athurugiriya Working Hours 9.00 AM 6.00 PM Contact 071 726 0469 Send your CV and portfolio today
rohithacrown@gmail.com
Start Your Creative Career with A PLUS Eco and Grow with Sri Lankas Leading Renewable Energy & Lifestyle Brands"
IT and Network Industry,Junior Graphic Designer,A PLUS Eco (PVT)LTD,Colombo,,,,23.0,https://ikman.lk/en/ad/junior-graphic-designer-colombo-24,"WE ARE HIRING JUNIOR GRAPHIC DESIGNER A PLUS Eco (PVT) LTD
We are looking for a creative and enthusiastic Junior Graphic Designer to join our growing team.
Requirements Basic knowledge of Adobe Photoshop, Illustrator, Canva, or similar design software Creative thinking and attention to detail Ability to create social media posts, advertisements, and marketing materials Knowledge of video editing software will be an added advantage Good communication and teamwork skills School leavers and fresh graduates are encouraged to apply
Responsibilities Design social media posts, banners, flyers, and promotional materials Assist in creating content for Facebook, Instagram, TikTok, YouTube, and other platforms Support branding and marketing campaigns Prepare artwork for printing and digital media Work closely with the marketing and content creation team
Benefits Attractive salary package On-the-job training and career development Opportunity to work with multiple brands and projects Friendly and creative working environment EPF/ETF benefits Location Athurugiriya Working Hours 9.00 AM 6.00 PM Contact 071 726 0469 Send your CV and portfolio today
rohithacrown@gmail.com
Start Your Creative Career with A PLUS Eco and Grow with Sri Lankas Leading Renewable Energy & Lifestyle Brands"
IT and Network Industry,Quality Assurance (QA) Engineer,Lakmini International (Pvt) Ltd,Colombo,,,,,https://ikman.lk/en/ad/quality-assurance-qa-engineer-software-testing-specialist-colombo,"Quality Assurance (QA) Engineer Software Testing Specialist Interns with a passion for Software Quality Assurance are also encouraged to apply. This is a great opportunity to gain hands-on industry experience and grow your career. Location Pannipitiya, Colombo Company Lakmini International (Pvt) Ltd Job Type Full-Time
Lakmini International (Pvt) Ltd, a reputed software development and digital solutions company established in 2012, is looking for a detail-oriented and passionate Quality Assurance (QA) Engineer to join our growing team.
We specialize in developing high-quality mobile and web applications. As part of our QA team, you will be responsible for ensuring our software products meet the highest quality standards through comprehensive testing, defect identification, and continuous quality improvement.
Job Responsibilities Plan, design, and execute manual test cases for web and mobile applications Identify, document, and track software defects using bug tracking tools Perform functional, regression, integration, usability, and compatibility testing Collaborate closely with developers, designers, and project managers to resolve issues Verify bug fixes and ensure software meets functional and business requirements Participate in requirement analysis and provide feedback to improve product quality Prepare and maintain test plans, test cases, and testing documentation Ensure software releases are stable and meet quality standards before deployment Report testing progress and provide quality assurance status updates Stay updated with the latest QA methodologies, testing tools, and industry best practices
Requirements Proven experience in software quality assurance or software testing Good understanding of software development life cycle (SDLC) and software testing life cycle (STLC) Experience in manual testing of web and mobile applications Strong analytical and problem-solving skills with excellent attention to detail Ability to identify, reproduce, and clearly document software defects Good communication and teamwork skills Ability to work under deadlines and manage multiple projects
Working Details Working Days Monday to Saturday Working Hours 9.00 AM 5.30 PM Location Pannipitiya, Colombo
Salary & Benefits Attractive salary based on experience and skills Overtime payments available Opportunity to work with a professional software development company Supportive, collaborative, and growth-focused working environment
How to Apply Send your CV to Email info.lakminiinternational@gmail.com Contact Number Join Lakmini International (Pvt) Ltd and become part of a dedicated team committed to delivering reliable, high-quality software solutions."
IT and Network Industry,Computer Hardware Technician (Colombo wellampitiya),ELECTRONIC PLAZA Wellampitiya,Colombo,35000.0,55000.0,45000.0,26.0,https://ikman.lk/en/ad/computer-hardware-technician-colombo-wellampitiya-colombo,"We are looking for a motivated Trainee Computer Hardware Technician to join our team. No prior experience is required. Training will be provided.
Requirements Basic knowledge of computers Willingness to learn Good attitude and teamwork skills School leavers are encouraged to apply"
IT and Network Industry,Graphic Designer - Negombo,Negombo Printers (Pvt) Ltd.,Gampaha,,,,27.0,https://ikman.lk/en/ad/graphic-designer-negombo-gampaha-17,"Graphic Designer Job Vacancy in Negombo
Immediate VACANCIES
GRAPHIC DESIGNER / TRAINING GRAPHIC DESIGNER
Negombo Printers (Pvt) Ltd.
WERE HIRING JOIN OUR CREATIVE CREATIVE DESIGN TEAM WHAT WE LOOK FOR Creative & Innovative Thinkers Proficiency in Design Software(Adobe Photoshop, Illustrator, InDesign etc.) Strong Visual & Communication Skills Attention to Detail & Good Time Management Team Players with a Passion for Design Candidates near Negombo are encouraged to apply. A recognized Diploma in Graphic Designing is highly preferred and considered an added advantage. Attractive Salary Packages Offered
Bring Your Creativity. Lets Create Something Amazing Together +++ WHATSAPP ++++ CALL +++ EMAIL vacancynegombopri @gmail.com"
IT and Network Industry,Graphic Designer - Wattala,Methuli Holdings (Pvt) Ltd,Gampaha,60000.0,90000.0,75000.0,28.0,https://ikman.lk/en/ad/graphic-designer-wattala-gampaha-135,". . . 60,000/- 90,000/- , , , , . ( ).
We are looking for a Graphic Designers with good knowledge of adobe photoshop, Illustrator, Coreldraw, and other software Creative ideas and skills to do the art works candidate male or female around Wattala, Kandana, Ragama, Ja-ela, Kiribathgoda. Accommodation and meals will be provided for the candidates from outstation. Salary 60.000/ to 90,000/ Methuli Holdings (Pvt) Ltd.
06, Gala Junction,
Hekitta Road,
Wattala"
IT and Network Industry,Creative Designer - Nugegoda,Lyceum Global Holdings (Private) Limited,Colombo,,,,28.0,https://ikman.lk/en/ad/creative-designer-nugegoda-colombo-1,"Creative Designer
Requirements Proficiency in Adobe Photoshop, Adobe Illustrator, and Adobe InDesign. Strong creative and visual design skills. Knowledge of branding, typography, and layout design. Ability to manage multiple projects and meet deadlines. Portfolio demonstrating graphic design experience.
Responsibilities Create social media graphics, banners, flyers, and marketing materials. Design logos and brand identity assets. Edit and retouch images for digital and print use. Work with clients or team members to develop creative concepts. Revise and finalize designs based on feedback and project requirements.
Call for more details-"
IT and Network Industry,"Graphic Designer - Wattala , Elakanda",ANANDA ENTERPRISE,Graphic Designer - Wattala,50000.0,100000.0,75000.0,30.0,https://ikman.lk/en/ad/graphic-designer-wattala-elakanda-gampaha,"Employer ANANDA ENTERPRISE
Job role graphic designer
Job type Full Time
Salary per month Negotiable (can earn more than SLR 85,000)
Required education Advanced level + Diploma
Required work experience (years) 2
About the role Requirements Minimum 2 Year of work experience in graphic design and social media marketing platforms such as Facebook, Instagram, youtube and tiktokHandling online business Strong understanding of social media platforms and trendsKnowledge of the latest video trends in social media will be an added advantage Think outside the box when handling artwork tools.
Responsibilities Monitor social media channels for comments and messages. Assist in planning and executing social media ad campaigns.
.Whats app your CVs / Anandaenterprise7@gmail.com"
IT and Network Industry,Administration Executive (Graphic Designer) - Female,MITL Campus Pvt Ltd,Colombo,,,,30.0,https://ikman.lk/en/ad/administration-executive-graphic-designer-female-colombo-2,"MITL Campus is looking for a motivated and young creative female candidate to join our team as an Administration Executive. If you are passionate about design, higher education administration, and working in a professional higher education environment, this opportunity is for you.
Requirements Female candidate aged between 1830 GCE O/L qualification (School leavers are encouraged to apply) Basic to intermediate knowledge in Photoshop, CorelDRAW, and Adobe Illustrator Friendly personality with good communication and organizational skills Previous working experience will be an added advantage
Work Mode Full-time onsite position (Boralasgamuwa/Raththanapitiya) Attractive commission scheme available
Join our growing team and build your career in a professional working environment.
Location MITL Campus Central Operations Center Boralasgamuwa
How to Apply Submit your CV via WhatsApp to +94 70 133 9999
+94 76 931 6863"
IT and Network Industry,Creative Designer,Euro Motors (Pte) Ltd.,Colombo,,,,33.0,https://ikman.lk/en/ad/creative-designer-colombo-31,"Creative Designer Euro Motors (PVT) Ltd. Age between 20 - 30 years Relevant diploma or certificate in Graphic Design from a reputed institute More than 2 years hands-on experience Proficient in Adobe Photoshop, Illustrator, and Corel Draw Excellent layout and typography skills Exceptional creativity and innovative design skills Proficient with MS Office packages Video editing and animation expertise (added advantage) Should be physically reported to work (8 30 AM 5 00 PM) Strong attention to detail Design artworks for marketing materials (paper ads, social media, etc.) Full-time position at Euro Motors (PVT) Ltd. Coordinate with all vendors in brand and marketing One of Sri Lanka s leading automobile companies since 2004 Maintain inventory of marketing materials Sole agent for several reputed automobile brands Liaise with media personnel, newspapers, advertising agencies Work schedule 8 30 AM 5 00 PM (physical reporting) Social media content management (Facebook, YouTube, Google Ads, etc.) We offer an attractive remuneration package & incentives that are above market standards for the suitable candidate. The right candidate will be hired on an attractive, competitive salary package commensurate with skills, knowledge and experience. If you feel you are the right individual for the above position, then apply via Apply Now of this advert.
OR email your CV mentioning the position applied in the subject line careers@euromotors.lk 0114 504 504 &"
IT and Network Industry,Graphic Designer - Colombo,Leaf D private Limited,Colombo,25000.0,100000.0,62500.0,34.0,https://ikman.lk/en/ad/graphic-designer-colombo-colombo-3,"Graphic Designer Sound knowledge of Adobe Illustrator, Photoshop, InDesign & CorelDRAW Creative thinking with strong artistic skills Minimum 2-3 years experience in a similar position Excellent Sinhala & English typesetting skills Male and female candidates living close to Colombo or Malabe are encouraged to apply Attractive remuneration package Friendly and professional working environment Career growth opportunities within the Ranpath Group If you feel you are the right individual for the above position, then apply via of this advert. & hr@ranpath.lk leafd.lk No. 04, Maitland Crescent, Colombo 07"
IT and Network Industry,IT Hardware Technician (Field Job | Tangalla),Tangalla),Hambantota,,,,38.0,https://ikman.lk/en/ad/it-hardware-technician-field-job-tangalla-hambantota,"Abans Group
Founded in 1968 by Aban Pestonjee, Abans Group is a leading conglomerate that offers targeted solutions ranging from real estate and engineering to retail and Auto, which aim to enhance the lives of Sri Lankan citizens. Join the Abans Group to experience a rewarding career IT Hardware Technician (Field)
Requirements
NVQ Level 4 or an equivalent qualification in IT or a related field
Minimum 1 year of experience in a similar role
Basic understanding of IT hardware, software, and networking
Ability to troubleshoot and repair IT equipment (especially laptops and tablets)
Good communication and customer service skills
Must own a motorbike fuel expenses for work-related travel will be reimbursed"
IT and Network Industry,Graphic Designer,Warnitha Printers,Gampaha,35000.0,50000.0,42500.0,38.0,https://ikman.lk/en/ad/graphic-designer-gampaha-948,"We are a family-owned business on Kandy Road, Yakkala, looking for a detail-oriented Graphic Designer. Must have skills in modern design, DTF and digital printing, and social media management. If youre creative and organized, apply now Salary Rs. 35,000 -Rs 50000
Full-time
Male / Female
6 days per week
Working hours shift base 8.00am-5.00pm / 9.30am-7.30
Requirements...........
Attention to detail
Willing to learn
Trainers also welcome
Urgent Vacancy
whats app - 07019442611 / +17783863595"
IT and Network Industry,Computer Technician,Imaging Concepts Pvt Ltd,Colombo,50000.0,65000.0,57500.0,39.0,https://ikman.lk/en/ad/computer-technician-colombo-186,"Job Title Technical Support Assistant (Full-Time)
Job Description We are looking for a skilled and reliable Computer Technician to join our team. The selected candidate will be responsible for installing, maintaining, and repairing computer systems, printers, and related hardware/software. Our primary brands include HP, Epson, and Canon.
Key Responsibilities Diagnose and troubleshoot hardware and software issues. Install, configure, and upgrade operating systems and applications. Perform routine system maintenance and ensure stable network connectivity. Provide technical support to clients both on-site and remotely. Maintain inventory of IT equipment and ensure timely repairs.
Requirements Diploma/Certificate in IT, NVQ Level 4 in Computer Hardware, or a related field. Experience in printer repair especially in enlargement printers will be an advantage Proven experience in computer repairs as well Strong problem-solving skills and attention to detail. Willingness to travel island-wide.
Work Schedule Full-time, Monday to Friday (8 30 AM 5 30 PM). Holidays Saturday, Sunday, Poya Day, and Mercantile Holidays."
IT and Network Industry,Graphic Designer,Private Poster,Colombo,,,,41.0,https://ikman.lk/en/ad/graphic-designer-colombo-3378,"Job Opportunity Graphic Designers
TINE GRAPHICS (PVT) LTD is looking for creative Graphic Designers skilled in CorelDraw, Illustrator, and Photoshop.
Perks & Benefits Free accommodation provided Opportunity to work in a dynamic creative environment .70000/ ..()
( )
Required Skills Expertise in CorelDraw, Illustrator, and Photoshop
Creativity and attention to detail
Contact Details 0717 989 223 / 0112 867 410 tinegr@gmail.com
Apply now and join our talented team"
IT and Network Industry,Graphic Designer,kaleidoscope print and media Solutions (PVT) Ltd,Colombo,,,,41.0,https://ikman.lk/en/ad/graphic-designer-colombo-3377,"We are a Digital and Offset printing company based at Narahenpita looking for Graphic Designers to support our ongoing operations.
Requirements
1. Diploma / Relevant certification in Graphic Designing from a recognized institute.
2. Age 20 -35
3. Good knowledge and practical aspects of Adobe Photoshop, Adobe Illustrator, etc.
4. One to two years of experience in design.
5. Creativity & innovative design skills with modern design trends.
6. Ability to type efficiently in English and Sinhala.
7. Excellent customer handling.
8. Living near to Narahenpita Colombo 05 will be an added advantage.
Salary Depends on Experiecnes
WhatsApp Email jobskpms125@gmail.com"
IT and Network Industry,Junior Executive IT,NOLIMIT,Colombo,,,,43.0,https://ikman.lk/en/ad/junior-executive-it-colombo,Please refer to the job advertisement.
IT and Network Industry,Graphic Designer - Female,COSMOLINE,Gampaha,40000.0,60000.0,50000.0,44.0,https://ikman.lk/en/ad/graphic-designer-female-gampaha-19,"Time 10 Am to 8.30 Pm
POSITION GRAPHIC DESIGNER CUM CASHIER / FEMALE
We are one of the fastest growing Cosmetics Store in Negombo
Name Cosmoline RESPONSIBILITY Facebook/TikTok/Instragram and others good handling. Create and design social media content, including posts, stories, and advertisements. Manage and monitor all social media platforms. Develop and create content and campaign ideas according to Social Media Brand Pos Invoice, cash Balancing
send your CV to
Whatsapp- 076-578 8060
email - cosmoline225@gmail.com"
IT and Network Industry,Graphic Designer - Female,Private Poster,Jaffna,30000.0,50000.0,40000.0,44.0,https://ikman.lk/en/ad/graphic-designer-female-applicant-jaffna,"WERE HIRING Graphic Designer (Female Applicants) BS Travels (PVT) Ltd Jaffna office Requirements Photoshop & Canva or related knowledge Creative mindset Strong portfolio (previous design work) Good communication skills Location No.338, Navalar Road, Jaffna Send your CV (WhatsApp) 077 448 1790 Deadline"
IT and Network Industry,Software Devoloper,Hello Mobility Solutions Limited,Colombo,,,,46.0,https://ikman.lk/en/ad/software-devoloper-colombo,"Looking for Experienced Ride-Hailing Professionals in Sri Lanka
We are currently building and expanding the Hello ride-hailing platform across Sri Lanka and are looking to connect with individuals who have previous experience working with companies such as PickMe, Uber, Kangaroo Cabs, or similar transportation/startup platforms.
We are especially interested in people with experience in Driver onboarding Fleet operations Customer support management Marketing & growth Area/regional operations Dispatch & ride management Startup operations
This can be Full-time Part-time Consultancy basis
If you have experience in the mobility/taxi industry and would like to be part of a fast-growing platform, please send a private message with your experience and contact details.
Location Sri Lanka Serious inquiries only."
IT and Network Industry,Trainee Network Technician,Colombo Net Solutions Private Limited,Colombo,,,,47.0,https://ikman.lk/en/ad/trainee-network-technician-colombo,"(Networking) on-the-job training , . / (IT services & network installations) . . VTA .
NVQ . . .
If you have the ability and interest to work and learn networking through on-the-job training, you may apply for this role.
Willingness to learn and understand networking concepts, network installations and IT services. Continuous supervision and guidance will be provided to help improve your knowledge and skills. NVQ qualification available or not available.
Degree holders need not apply.
Honesty and discipline are considered key qualities for this position. A positive working attitude is required for this technical role.
Send your CVs"
IT and Network Industry,Graphic Designer - Colombo 3,The Exotic (Pvt)Ltd,Colombo,,,,48.0,https://ikman.lk/en/ad/graphic-designer-colombo-3-colombo-4,"Graphic Designer
Gender - Male/Female
Salary - Interview
Send your CV to this email Address
exotic2004@gmail.com"
IT and Network Industry,IT Support Engineer,Legacy Health,Colombo,,,,50.0,https://ikman.lk/en/ad/it-support-engineer-colombo-7,"IT Support Engineer Diploma/Higher Diploma in Computer Science. Proven experience in IT support or a similar role for 3 years. A qualification in Microsoft certification will be an added advantage. Should be willing to work according to the US calendar and working hours would be 7 00 PM to 4 00 AM. Take ownership of user-reported issues and drive them through to resolution. Research, diagnose, troubleshoot, and identify effective solutions for IT-related problems. Escalate unresolved issues appropriately, following internal protocols. Deliver prompt and accurate feedback and technical assistance to users. Provide technical support for networks, servers, desktops, VoIP networks, and MS365 Cloud Office Applications. Perform system administration tasks, including purchasing, installing, and configuring desktops, software, and software upgrades. Implement standards and best practices for application support and infrastructure management. We offer an attractive remuneration package & incentives that are above market standards for the suitable candidate. If you feel you are the right individual for the above position, then apply via of this advert. & asath.afham@legacyhealthllc.com"
IT and Network Industry,Quality Assurance (QA) Engineer,Lakmini International (Pvt) Ltd,Colombo,,,,,https://ikman.lk/en/ad/quality-assurance-qa-engineer-software-testing-specialist-colombo,"Quality Assurance (QA) Engineer Software Testing Specialist Interns with a passion for Software Quality Assurance are also encouraged to apply. This is a great opportunity to gain hands-on industry experience and grow your career. Location Pannipitiya, Colombo Company Lakmini International (Pvt) Ltd Job Type Full-Time
Lakmini International (Pvt) Ltd, a reputed software development and digital solutions company established in 2012, is looking for a detail-oriented and passionate Quality Assurance (QA) Engineer to join our growing team.
We specialize in developing high-quality mobile and web applications. As part of our QA team, you will be responsible for ensuring our software products meet the highest quality standards through comprehensive testing, defect identification, and continuous quality improvement.
Job Responsibilities Plan, design, and execute manual test cases for web and mobile applications Identify, document, and track software defects using bug tracking tools Perform functional, regression, integration, usability, and compatibility testing Collaborate closely with developers, designers, and project managers to resolve issues Verify bug fixes and ensure software meets functional and business requirements Participate in requirement analysis and provide feedback to improve product quality Prepare and maintain test plans, test cases, and testing documentation Ensure software releases are stable and meet quality standards before deployment Report testing progress and provide quality assurance status updates Stay updated with the latest QA methodologies, testing tools, and industry best practices
Requirements Proven experience in software quality assurance or software testing Good understanding of software development life cycle (SDLC) and software testing life cycle (STLC) Experience in manual testing of web and mobile applications Strong analytical and problem-solving skills with excellent attention to detail Ability to identify, reproduce, and clearly document software defects Good communication and teamwork skills Ability to work under deadlines and manage multiple projects
Working Details Working Days Monday to Saturday Working Hours 9.00 AM 5.30 PM Location Pannipitiya, Colombo
Salary & Benefits Attractive salary based on experience and skills Overtime payments available Opportunity to work with a professional software development company Supportive, collaborative, and growth-focused working environment
How to Apply Send your CV to Email info.lakminiinternational@gmail.com Contact Number Join Lakmini International (Pvt) Ltd and become part of a dedicated team committed to delivering reliable, high-quality software solutions."
IT and Network Industry,IT Support Engineer,Legacy Health,Colombo,,,,50.0,https://ikman.lk/en/ad/it-support-engineer-colombo-6,"IT Support Engineer Diploma/Higher Diploma in Computer Science. Proven experience in IT support or a similar role for 3 years. A qualification in Microsoft certification will be an added advantage. Should be willing to work according to the US calendar and working hours would be 7 00 PM to 4 00 AM. Take ownership of user-reported issues and drive them through to resolution. Research, diagnose, troubleshoot, and identify effective solutions for IT-related problems. Escalate unresolved issues appropriately, following internal protocols. Deliver prompt and accurate feedback and technical assistance to users. Provide technical support for networks, servers, desktops, VoIP networks, and MS365 Cloud Office Applications. Perform system administration tasks, including purchasing, installing, and configuring desktops, software, and software upgrades. Implement standards and best practices for application support and infrastructure management. We offer an attractive remuneration package & incentives that are above market standards for the suitable candidate. If you feel you are the right individual for the above position, then apply via of this advert. & asath.afham@legacyhealthllc.com"
IT and Network Industry,RPA Manager,Private Poster,Colombo,,,,51.0,https://ikman.lk/en/ad/rpa-manager-colombo-6,"RPA Manager (Straddle Shift) 58 years of proven experience in a similar leadership or project management role. Bachelor s degree in Computer Science, Engineering, Business, or a related field. Certified Project Manager credentials will be a strong advantage. Strong leadership, organizational, and problem-solving skills. Excellent communication and stakeholder management capabilities. Proficiency in Agile development practices and project management tools. Solid understanding of business process automation, IT infrastructure, and system integration. Ability to work according to standard US hours and calendar. Oversee and coordinate RPA project activities with teams in Chennai and Colombo, ensuring timely delivery and alignment with project goals. Establish and manage defect tracking and support systems for RPA automation and other software development projects. Utilize Agile methodologies to manage sprints, backlogs, scrums, and Kanban boards for effective workflow tracking. Monitor project progress to ensure on-time, within-budget completion of all development tasks. Foster cross-functional communication and ensure efficient collaboration across development teams. Proactively manage risks, resolve challenges, and maintain accountability for project milestones and deliverables. We offer an attractive remuneration package & incentives that are above market standards for the suitable candidate. If you feel you are the right individual for the above position, then apply via of this advert. & asath.afham@legacyhealthllc.com"
IT and Network Industry,RPA Software Developer,Legacy Health,Colombo,,,,51.0,https://ikman.lk/en/ad/rpa-software-developer-colombo-2,"RPA Developer (Straddle Shift) Degree in Computer Science, IT, Software Engineering, or a related field (preferred). Proficiency in at least one RPA platform (UiPath, Automation Anywhere, or Blue Prism). Strong understanding of process design and optimization. Basic programming skills (C, VB, or Python). Excellent analytical and problem-solving abilities. Strong documentation and communication skills. Ability to work according to standard US hours (2 00 PM to 11 00 PM SLT) and calendar. Analyze business processes to identify automation opportunities. Design and develop RPA workflows using tools such as UiPath, Automation Anywhere, or Blue Prism. Perform unit testing and support user acceptance testing. Deploy bots into production and monitor ongoing performance. Document automation logic, process flows, and exception handling. Collaborate with BAs and SMEs to ensure successful automation delivery. Assess automation feasibility and prioritize opportunities based on impact. We offer an attractive remuneration package & incentives that are above market standards for the suitable candidate. If you feel you are the right individual for the above position, then apply via of this advert. & asath.afham@legacyhealthllc.com"
